cell_type	sample	estimate	method	status
aDC	GTEX-OXRO-1226-SM-48TDL	0.0835813751456706	xcell	formal_relative_enrichment
cDC	GTEX-OXRO-1226-SM-48TDL	0.012240571355401	xcell	formal_relative_enrichment
iDC	GTEX-OXRO-1226-SM-48TDL	0.02244297720877	xcell	formal_relative_enrichment
ly Endothelial cells	GTEX-OXRO-1226-SM-48TDL	0.0138897338496513	xcell	formal_relative_enrichment
mv Endothelial cells	GTEX-OXRO-1226-SM-48TDL	0.0540492250555531	xcell	formal_relative_enrichment
naive B-cells	GTEX-OXRO-1226-SM-48TDL	9.18376008749539e-18	xcell	formal_relative_enrichment
pDC	GTEX-OXRO-1226-SM-48TDL	5.81489250154619e-18	xcell	formal_relative_enrichment
pro B-cells	GTEX-OXRO-1226-SM-48TDL	3.42335372197114e-18	xcell	formal_relative_enrichment
ImmuneScore	GTEX-OXRO-1226-SM-48TDL	0.0174023808486921	xcell	formal_relative_enrichment
StromaScore	GTEX-OXRO-1226-SM-48TDL	0.0949629093084377	xcell	formal_relative_enrichment
MicroenvironmentScore	GTEX-OXRO-1226-SM-48TDL	0.11236529015713	xcell	formal_relative_enrichment
Adipocytes	GTEX-13NZ8-0226-SM-5J2OK	0.00566520409136617	xcell	formal_relative_enrichment
Astrocytes	GTEX-13NZ8-0226-SM-5J2OK	0	xcell	formal_relative_enrichment
B-cells	GTEX-13NZ8-0226-SM-5J2OK	1.27998695351842e-17	xcell	formal_relative_enrichment
Basophils	GTEX-13NZ8-0226-SM-5J2OK	0.154381930769332	xcell	formal_relative_enrichment
CD4+ T-cells	GTEX-13NZ8-0226-SM-5J2OK	0	xcell	formal_relative_enrichment
CD4+ Tcm	GTEX-13NZ8-0226-SM-5J2OK	0.0288819195450532	xcell	formal_relative_enrichment
CD4+ Tem	GTEX-13NZ8-0226-SM-5J2OK	0	xcell	formal_relative_enrichment
CD4+ memory T-cells	GTEX-13NZ8-0226-SM-5J2OK	0	xcell	formal_relative_enrichment
CD4+ naive T-cells	GTEX-13NZ8-0226-SM-5J2OK	3.67891672332657e-18	xcell	formal_relative_enrichment
CD8+ T-cells	GTEX-13NZ8-0226-SM-5J2OK	6.24559583553846e-19	xcell	formal_relative_enrichment
CD8+ Tcm	GTEX-13NZ8-0226-SM-5J2OK	6.0319950486879e-18	xcell	formal_relative_enrichment
CD8+ Tem	GTEX-13NZ8-0226-SM-5J2OK	3.61310876788489e-17	xcell	formal_relative_enrichment
CD8+ naive T-cells	GTEX-13NZ8-0226-SM-5J2OK	0.000656989705562413	xcell	formal_relative_enrichment
CLP	GTEX-13NZ8-0226-SM-5J2OK	0.00302654709878512	xcell	formal_relative_enrichment
CMP	GTEX-13NZ8-0226-SM-5J2OK	0.0173788300741521	xcell	formal_relative_enrichment
Chondrocytes	GTEX-13NZ8-0226-SM-5J2OK	0.00391786946858674	xcell	formal_relative_enrichment
Class-switched memory B-cells	GTEX-13NZ8-0226-SM-5J2OK	1.47121511150698e-17	xcell	formal_relative_enrichment
DC	GTEX-13NZ8-0226-SM-5J2OK	5.59154126904161e-19	xcell	formal_relative_enrichment
Endothelial cells	GTEX-13NZ8-0226-SM-5J2OK	0.0514789416688291	xcell	formal_relative_enrichment
Eosinophils	GTEX-13NZ8-0226-SM-5J2OK	1.82633943260017e-20	xcell	formal_relative_enrichment
Epithelial cells	GTEX-13NZ8-0226-SM-5J2OK	0.0276529370574568	xcell	formal_relative_enrichment
Erythrocytes	GTEX-13NZ8-0226-SM-5J2OK	0	xcell	formal_relative_enrichment
Fibroblasts	GTEX-13NZ8-0226-SM-5J2OK	0.184906222477014	xcell	formal_relative_enrichment
GMP	GTEX-13NZ8-0226-SM-5J2OK	0.00699349640964197	xcell	formal_relative_enrichment
HSC	GTEX-13NZ8-0226-SM-5J2OK	0.493089222260118	xcell	formal_relative_enrichment
Hepatocytes	GTEX-13NZ8-0226-SM-5J2OK	0.00377095262601001	xcell	formal_relative_enrichment
Keratinocytes	GTEX-13NZ8-0226-SM-5J2OK	0.00263636235642415	xcell	formal_relative_enrichment
MEP	GTEX-13NZ8-0226-SM-5J2OK	0.0238554484646746	xcell	formal_relative_enrichment
MPP	GTEX-13NZ8-0226-SM-5J2OK	1.25505475273297e-18	xcell	formal_relative_enrichment
MSC	GTEX-13NZ8-0226-SM-5J2OK	0.0106117915066907	xcell	formal_relative_enrichment
Macrophages	GTEX-13NZ8-0226-SM-5J2OK	1.79225330357106e-18	xcell	formal_relative_enrichment
Macrophages M1	GTEX-13NZ8-0226-SM-5J2OK	2.35244669448306e-20	xcell	formal_relative_enrichment
Macrophages M2	GTEX-13NZ8-0226-SM-5J2OK	3.13341876513445e-19	xcell	formal_relative_enrichment
Mast cells	GTEX-13NZ8-0226-SM-5J2OK	0.022210393473732	xcell	formal_relative_enrichment
Megakaryocytes	GTEX-13NZ8-0226-SM-5J2OK	0.0144226293735994	xcell	formal_relative_enrichment
Melanocytes	GTEX-13NZ8-0226-SM-5J2OK	0.00260540648976725	xcell	formal_relative_enrichment
Memory B-cells	GTEX-13NZ8-0226-SM-5J2OK	1.71805208299633e-17	xcell	formal_relative_enrichment
Mesangial cells	GTEX-13NZ8-0226-SM-5J2OK	0.00491294483949929	xcell	formal_relative_enrichment
Monocytes	GTEX-13NZ8-0226-SM-5J2OK	0	xcell	formal_relative_enrichment
Myocytes	GTEX-13NZ8-0226-SM-5J2OK	0.00935860749141989	xcell	formal_relative_enrichment
NK cells	GTEX-13NZ8-0226-SM-5J2OK	0	xcell	formal_relative_enrichment
NKT	GTEX-13NZ8-0226-SM-5J2OK	1.24757229296072e-18	xcell	formal_relative_enrichment
Neurons	GTEX-13NZ8-0226-SM-5J2OK	0.00871682418709115	xcell	formal_relative_enrichment
Neutrophils	GTEX-13NZ8-0226-SM-5J2OK	9.18291346399031e-19	xcell	formal_relative_enrichment
Osteoblast	GTEX-13NZ8-0226-SM-5J2OK	0.0733881684103247	xcell	formal_relative_enrichment
Pericytes	GTEX-13NZ8-0226-SM-5J2OK	2.99936519509542e-18	xcell	formal_relative_enrichment
Plasma cells	GTEX-13NZ8-0226-SM-5J2OK	0.00354992981939139	xcell	formal_relative_enrichment
Platelets	GTEX-13NZ8-0226-SM-5J2OK	1.74786639272408e-20	xcell	formal_relative_enrichment
Preadipocytes	GTEX-13NZ8-0226-SM-5J2OK	0.061632794779181	xcell	formal_relative_enrichment
Sebocytes	GTEX-13NZ8-0226-SM-5J2OK	0.00238000773702387	xcell	formal_relative_enrichment
Skeletal muscle	GTEX-13NZ8-0226-SM-5J2OK	0	xcell	formal_relative_enrichment
Smooth muscle	GTEX-13NZ8-0226-SM-5J2OK	0.274421848843429	xcell	formal_relative_enrichment
Tgd cells	GTEX-13NZ8-0226-SM-5J2OK	3.37776904319435e-18	xcell	formal_relative_enrichment
Th1 cells	GTEX-13NZ8-0226-SM-5J2OK	6.07205110853611e-19	xcell	formal_relative_enrichment
Th2 cells	GTEX-13NZ8-0226-SM-5J2OK	0.118147039459128	xcell	formal_relative_enrichment
Tregs	GTEX-13NZ8-0226-SM-5J2OK	9.8413189054234e-19	xcell	formal_relative_enrichment
aDC	GTEX-13NZ8-0226-SM-5J2OK	0.0530119357762602	xcell	formal_relative_enrichment
cDC	GTEX-13NZ8-0226-SM-5J2OK	0.00620523054146866	xcell	formal_relative_enrichment
iDC	GTEX-13NZ8-0226-SM-5J2OK	0.00622787784332352	xcell	formal_relative_enrichment
ly Endothelial cells	GTEX-13NZ8-0226-SM-5J2OK	0.0109060969028066	xcell	formal_relative_enrichment
mv Endothelial cells	GTEX-13NZ8-0226-SM-5J2OK	0.0470150581740629	xcell	formal_relative_enrichment
naive B-cells	GTEX-13NZ8-0226-SM-5J2OK	4.9065435882512e-18	xcell	formal_relative_enrichment
pDC	GTEX-13NZ8-0226-SM-5J2OK	0	xcell	formal_relative_enrichment
pro B-cells	GTEX-13NZ8-0226-SM-5J2OK	0	xcell	formal_relative_enrichment
ImmuneScore	GTEX-13NZ8-0226-SM-5J2OK	0.014806928982488	xcell	formal_relative_enrichment
StromaScore	GTEX-13NZ8-0226-SM-5J2OK	0.121025184118605	xcell	formal_relative_enrichment
MicroenvironmentScore	GTEX-13NZ8-0226-SM-5J2OK	0.135832113101093	xcell	formal_relative_enrichment
Adipocytes	GTEX-11EQ8-0826-SM-5N9FG	1.45199014607073e-20	xcell	formal_relative_enrichment
Astrocytes	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
B-cells	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
Basophils	GTEX-11EQ8-0826-SM-5N9FG	0.139804801239239	xcell	formal_relative_enrichment
CD4+ T-cells	GTEX-11EQ8-0826-SM-5N9FG	3.39970675779854e-18	xcell	formal_relative_enrichment
CD4+ Tcm	GTEX-11EQ8-0826-SM-5N9FG	0.0705320117957687	xcell	formal_relative_enrichment
CD4+ Tem	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
CD4+ memory T-cells	GTEX-11EQ8-0826-SM-5N9FG	1.51513209927456e-18	xcell	formal_relative_enrichment
CD4+ naive T-cells	GTEX-11EQ8-0826-SM-5N9FG	1.86055946082408e-18	xcell	formal_relative_enrichment
CD8+ T-cells	GTEX-11EQ8-0826-SM-5N9FG	0.0171975033293962	xcell	formal_relative_enrichment
CD8+ Tcm	GTEX-11EQ8-0826-SM-5N9FG	0.00167314102800426	xcell	formal_relative_enrichment
CD8+ Tem	GTEX-11EQ8-0826-SM-5N9FG	6.49709351125846e-18	xcell	formal_relative_enrichment
CD8+ naive T-cells	GTEX-11EQ8-0826-SM-5N9FG	0.0198683714091225	xcell	formal_relative_enrichment
CLP	GTEX-11EQ8-0826-SM-5N9FG	1.35525271560688e-20	xcell	formal_relative_enrichment
CMP	GTEX-11EQ8-0826-SM-5N9FG	0.00805178089845402	xcell	formal_relative_enrichment
Chondrocytes	GTEX-11EQ8-0826-SM-5N9FG	0.00154901139189433	xcell	formal_relative_enrichment
Class-switched memory B-cells	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
DC	GTEX-11EQ8-0826-SM-5N9FG	5.5610200963297e-20	xcell	formal_relative_enrichment
Endothelial cells	GTEX-11EQ8-0826-SM-5N9FG	0.0439655020226192	xcell	formal_relative_enrichment
Eosinophils	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
Epithelial cells	GTEX-11EQ8-0826-SM-5N9FG	0.0274714456564058	xcell	formal_relative_enrichment
Erythrocytes	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
Fibroblasts	GTEX-11EQ8-0826-SM-5N9FG	0.222528179947539	xcell	formal_relative_enrichment
GMP	GTEX-11EQ8-0826-SM-5N9FG	0.0675004775158335	xcell	formal_relative_enrichment
HSC	GTEX-11EQ8-0826-SM-5N9FG	0.445278715992376	xcell	formal_relative_enrichment
Hepatocytes	GTEX-11EQ8-0826-SM-5N9FG	0.00584930726685886	xcell	formal_relative_enrichment
Keratinocytes	GTEX-11EQ8-0826-SM-5N9FG	0.00320989491672934	xcell	formal_relative_enrichment
MEP	GTEX-11EQ8-0826-SM-5N9FG	0.0267066837966481	xcell	formal_relative_enrichment
MPP	GTEX-11EQ8-0826-SM-5N9FG	3.42891833871462e-17	xcell	formal_relative_enrichment
MSC	GTEX-11EQ8-0826-SM-5N9FG	0.0231755083800078	xcell	formal_relative_enrichment
Macrophages	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
Macrophages M1	GTEX-11EQ8-0826-SM-5N9FG	0.00122626391714949	xcell	formal_relative_enrichment
Macrophages M2	GTEX-11EQ8-0826-SM-5N9FG	0.00157679550153021	xcell	formal_relative_enrichment
Mast cells	GTEX-11EQ8-0826-SM-5N9FG	0.0211095020916406	xcell	formal_relative_enrichment
Megakaryocytes	GTEX-11EQ8-0826-SM-5N9FG	0.0021279246960423	xcell	formal_relative_enrichment
Melanocytes	GTEX-11EQ8-0826-SM-5N9FG	0.00560738303649886	xcell	formal_relative_enrichment
Memory B-cells	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
Mesangial cells	GTEX-11EQ8-0826-SM-5N9FG	0.0164271487384068	xcell	formal_relative_enrichment
Monocytes	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
Myocytes	GTEX-11EQ8-0826-SM-5N9FG	0.00715481863115564	xcell	formal_relative_enrichment
NK cells	GTEX-11EQ8-0826-SM-5N9FG	1.23620965320962e-17	xcell	formal_relative_enrichment
NKT	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
Neurons	GTEX-11EQ8-0826-SM-5N9FG	0.00784453903644671	xcell	formal_relative_enrichment
Neutrophils	GTEX-11EQ8-0826-SM-5N9FG	6.71312466626907e-19	xcell	formal_relative_enrichment
Osteoblast	GTEX-11EQ8-0826-SM-5N9FG	0.0699577347250631	xcell	formal_relative_enrichment
Pericytes	GTEX-11EQ8-0826-SM-5N9FG	0.0155587125446341	xcell	formal_relative_enrichment
Plasma cells	GTEX-11EQ8-0826-SM-5N9FG	0.0131155863403371	xcell	formal_relative_enrichment
Platelets	GTEX-11EQ8-0826-SM-5N9FG	1.217717489056e-18	xcell	formal_relative_enrichment
Preadipocytes	GTEX-11EQ8-0826-SM-5N9FG	0.0699086541398837	xcell	formal_relative_enrichment
Sebocytes	GTEX-11EQ8-0826-SM-5N9FG	0.00287694922667099	xcell	formal_relative_enrichment
Skeletal muscle	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
Smooth muscle	GTEX-11EQ8-0826-SM-5N9FG	0.249430999690153	xcell	formal_relative_enrichment
Tgd cells	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
Th1 cells	GTEX-11EQ8-0826-SM-5N9FG	3.65941500227785e-18	xcell	formal_relative_enrichment
Th2 cells	GTEX-11EQ8-0826-SM-5N9FG	0.138415911832324	xcell	formal_relative_enrichment
Tregs	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
aDC	GTEX-11EQ8-0826-SM-5N9FG	0.189128989518136	xcell	formal_relative_enrichment
cDC	GTEX-11EQ8-0826-SM-5N9FG	0.000730461778595283	xcell	formal_relative_enrichment
iDC	GTEX-11EQ8-0826-SM-5N9FG	1.53563234277119e-17	xcell	formal_relative_enrichment
ly Endothelial cells	GTEX-11EQ8-0826-SM-5N9FG	0.00956175760979918	xcell	formal_relative_enrichment
mv Endothelial cells	GTEX-11EQ8-0826-SM-5N9FG	0.0420134787739969	xcell	formal_relative_enrichment
naive B-cells	GTEX-11EQ8-0826-SM-5N9FG	1.51939292275371e-17	xcell	formal_relative_enrichment
pDC	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
pro B-cells	GTEX-11EQ8-0826-SM-5N9FG	0	xcell	formal_relative_enrichment
ImmuneScore	GTEX-11EQ8-0826-SM-5N9FG	0.0255380036140245	xcell	formal_relative_enrichment
StromaScore	GTEX-11EQ8-0826-SM-5N9FG	0.133246840985079	xcell	formal_relative_enrichment
MicroenvironmentScore	GTEX-11EQ8-0826-SM-5N9FG	0.158784844599104	xcell	formal_relative_enrichment
Bcells	TCGA-DJ-A2PR-01	0.00373039036345007	epic	formal_fraction_converged
CAFs	TCGA-DJ-A2PR-01	0.0560993732449312	epic	formal_fraction_converged
CD4_Tcells	TCGA-DJ-A2PR-01	0.117551344151681	epic	formal_fraction_converged
CD8_Tcells	TCGA-DJ-A2PR-01	0.0316032099821844	epic	formal_fraction_converged
Endothelial	TCGA-DJ-A2PR-01	0.159744946466358	epic	formal_fraction_converged
Macrophages	TCGA-DJ-A2PR-01	0.0026388506130198	epic	formal_fraction_converged
NKcells	TCGA-DJ-A2PR-01	3.50338195107873e-09	epic	formal_fraction_converged
otherCells	TCGA-DJ-A2PR-01	0.628631881674993	epic	formal_fraction_converged
Bcells	TCGA-EM-A3AQ-01	0.00279735534517219	epic	formal_fraction_converged
CAFs	TCGA-EM-A3AQ-01	0.0161442302167311	epic	formal_fraction_converged
CD4_Tcells	TCGA-EM-A3AQ-01	0.0560381070387878	epic	formal_fraction_converged
CD8_Tcells	TCGA-EM-A3AQ-01	0.0450955484681172	epic	formal_fraction_converged
Endothelial	TCGA-EM-A3AQ-01	0.347620426261625	epic	formal_fraction_converged
Macrophages	TCGA-EM-A3AQ-01	0.00844906647443732	epic	formal_fraction_converged
NKcells	TCGA-EM-A3AQ-01	1.15252225018847e-08	epic	formal_fraction_converged
otherCells	TCGA-EM-A3AQ-01	0.523855254669907	epic	formal_fraction_converged
Bcells	TCGA-CE-A27D-01	0.02964620482506	epic	formal_fraction_converged
CAFs	TCGA-CE-A27D-01	0.0755489440894551	epic	formal_fraction_converged
CD4_Tcells	TCGA-CE-A27D-01	0.0938976963938628	epic	formal_fraction_converged
CD8_Tcells	TCGA-CE-A27D-01	0.0472396460604687	epic	formal_fraction_converged
Endothelial	TCGA-CE-A27D-01	0.239713213705685	epic	formal_fraction_converged
Macrophages	TCGA-CE-A27D-01	0.00559038549423113	epic	formal_fraction_converged
NKcells	TCGA-CE-A27D-01	4.07839248500028e-08	epic	formal_fraction_converged
otherCells	TCGA-CE-A27D-01	0.508363868647312	epic	formal_fraction_converged
Bcells	TCGA-EL-A4K2-01	0.00227663201519789	epic	formal_fraction_converged
CAFs	TCGA-EL-A4K2-01	0.0320242142588457	epic	formal_fraction_converged
CD4_Tcells	TCGA-EL-A4K2-01	0.0681818510151292	epic	formal_fraction_converged
CD8_Tcells	TCGA-EL-A4K2-01	0.0565502048849498	epic	formal_fraction_converged
Endothelial	TCGA-EL-A4K2-01	0.354666843493202	epic	formal_fraction_converged
Macrophages	TCGA-EL-A4K2-01	0.0101036712948529	epic	formal_fraction_converged
NKcells	TCGA-EL-A4K2-01	5.30084312222561e-11	epic	formal_fraction_converged
otherCells	TCGA-EL-A4K2-01	0.476196582984814	epic	formal_fraction_converged
Bcells	TCGA-BJ-A45J-01	0.000991932398782503	epic	formal_fraction_converged
CAFs	TCGA-BJ-A45J-01	0.0809742862705349	epic	formal_fraction_converged
CD4_Tcells	TCGA-BJ-A45J-01	0.090733950126482	epic	formal_fraction_converged
CD8_Tcells	TCGA-BJ-A45J-01	0.0275820646155603	epic	formal_fraction_converged
Endothelial	TCGA-BJ-A45J-01	0.206777703594726	epic	formal_fraction_converged
Macrophages	TCGA-BJ-A45J-01	0.0017564417022224	epic	formal_fraction_converged
NKcells	TCGA-BJ-A45J-01	0.00762471788703701	epic	formal_fraction_converged
otherCells	TCGA-BJ-A45J-01	0.583558903404655	epic	formal_fraction_converged
Bcells	TCGA-DJ-A2Q1-01	0.00774017833486994	epic	formal_fraction_converged
CAFs	TCGA-DJ-A2Q1-01	0.149851348895576	epic	formal_fraction_converged
CD4_Tcells	TCGA-DJ-A2Q1-01	0.123324161846505	epic	formal_fraction_converged
CD8_Tcells	TCGA-DJ-A2Q1-01	0.00725671114736847	epic	formal_fraction_converged
Endothelial	TCGA-DJ-A2Q1-01	0.0467839370153563	epic	formal_fraction_converged
Macrophages	TCGA-DJ-A2Q1-01	0.0101398807050133	epic	formal_fraction_converged
NKcells	TCGA-DJ-A2Q1-01	3.53844011686557e-09	epic	formal_fraction_converged
otherCells	TCGA-DJ-A2Q1-01	0.65490377851687	epic	formal_fraction_converged
Bcells	TCGA-4C-A93U-01	0.00262297858635407	epic	formal_fraction_nonconverged
CAFs	TCGA-4C-A93U-01	0.718791126802814	epic	formal_fraction_nonconverged
CD4_Tcells	TCGA-4C-A93U-01	1.23850605858863e-06	epic	formal_fraction_nonconverged
CD8_Tcells	TCGA-4C-A93U-01	0.000260195295453281	epic	formal_fraction_nonconverged
Endothelial	TCGA-4C-A93U-01	0.273873010055233	epic	formal_fraction_nonconverged
Macrophages	TCGA-4C-A93U-01	0.00148131759528699	epic	formal_fraction_nonconverged
NKcells	TCGA-4C-A93U-01	0.00296959458333308	epic	formal_fraction_nonconverged
otherCells	TCGA-4C-A93U-01	5.38575466626695e-07	epic	formal_fraction_nonconverged
Bcells	TCGA-H2-A2K9-11	0.0157134122771831	epic	formal_fraction_converged
CAFs	TCGA-H2-A2K9-11	0.0249259788168829	epic	formal_fraction_converged
CD4_Tcells	TCGA-H2-A2K9-11	0.112608998354179	epic	formal_fraction_converged
CD8_Tcells	TCGA-H2-A2K9-11	0.0431837841410008	epic	formal_fraction_converged
Endothelial	TCGA-H2-A2K9-11	0.220101375685604	epic	formal_fraction_converged
Macrophages	TCGA-H2-A2K9-11	0.003735116403881	epic	formal_fraction_converged
NKcells	TCGA-H2-A2K9-11	3.74915645869842e-10	epic	formal_fraction_converged
otherCells	TCGA-H2-A2K9-11	0.579731333946354	epic	formal_fraction_converged
Bcells	TCGA-KS-A4I5-01	0.000154232564935114	epic	formal_fraction_converged
CAFs	TCGA-KS-A4I5-01	0.0402262176047923	epic	formal_fraction_converged
CD4_Tcells	TCGA-KS-A4I5-01	0.0492573460112066	epic	formal_fraction_converged
CD8_Tcells	TCGA-KS-A4I5-01	0.0355891069141192	epic	formal_fraction_converged
Endothelial	TCGA-KS-A4I5-01	0.262706645044569	epic	formal_fraction_converged
Macrophages	TCGA-KS-A4I5-01	0.00297673641203458	epic	formal_fraction_converged
NKcells	TCGA-KS-A4I5-01	0.00248882160903011	epic	formal_fraction_converged
otherCells	TCGA-KS-A4I5-01	0.606600893839313	epic	formal_fraction_converged
Bcells	TCGA-EM-A22I-01	0.00258520897666513	epic	formal_fraction_converged
CAFs	TCGA-EM-A22I-01	0.0871016168108605	epic	formal_fraction_converged
CD4_Tcells	TCGA-EM-A22I-01	0.0962264038127678	epic	formal_fraction_converged
CD8_Tcells	TCGA-EM-A22I-01	0.0310522137199082	epic	formal_fraction_converged
Endothelial	TCGA-EM-A22I-01	0.169440026727452	epic	formal_fraction_converged
Macrophages	TCGA-EM-A22I-01	0.00156537799559733	epic	formal_fraction_converged
NKcells	TCGA-EM-A22I-01	0.00270690443108798	epic	formal_fraction_converged
otherCells	TCGA-EM-A22I-01	0.609322247525661	epic	formal_fraction_converged
Bcells	TCGA-E3-A3E0-01	0.00314821092626548	epic	formal_fraction_converged
CAFs	TCGA-E3-A3E0-01	0.0118824772213042	epic	formal_fraction_converged
CD4_Tcells	TCGA-E3-A3E0-01	0.0813461805319946	epic	formal_fraction_converged
CD8_Tcells	TCGA-E3-A3E0-01	0.0498894650638313	epic	formal_fraction_converged
Endothelial	TCGA-E3-A3E0-01	0.224177654500664	epic	formal_fraction_converged
Macrophages	TCGA-E3-A3E0-01	0.00407656418665294	epic	formal_fraction_converged
NKcells	TCGA-E3-A3E0-01	3.00556763732623e-10	epic	formal_fraction_converged
otherCells	TCGA-E3-A3E0-01	0.625479447268731	epic	formal_fraction_converged
Bcells	TCGA-EM-A3AI-01	0.000671991749891851	epic	formal_fraction_converged
CAFs	TCGA-EM-A3AI-01	0.0166254566997249	epic	formal_fraction_converged
CD4_Tcells	TCGA-EM-A3AI-01	0.0203917976055768	epic	formal_fraction_converged
CD8_Tcells	TCGA-EM-A3AI-01	0.0796664167887934	epic	formal_fraction_converged
Endothelial	TCGA-EM-A3AI-01	0.377931435321286	epic	formal_fraction_converged
Macrophages	TCGA-EM-A3AI-01	0.00145272303522111	epic	formal_fraction_converged
NKcells	TCGA-EM-A3AI-01	3.27602848013997e-09	epic	formal_fraction_converged
otherCells	TCGA-EM-A3AI-01	0.503260175523477	epic	formal_fraction_converged
Bcells	TCGA-H2-A3RI-11	0.0030292746065547	epic	formal_fraction_converged
CAFs	TCGA-H2-A3RI-11	0.0230882465521177	epic	formal_fraction_converged
CD4_Tcells	TCGA-H2-A3RI-11	0.0808437377045212	epic	formal_fraction_converged
CD8_Tcells	TCGA-H2-A3RI-11	0.0578269580507651	epic	formal_fraction_converged
Endothelial	TCGA-H2-A3RI-11	0.172696015233993	epic	formal_fraction_converged
Macrophages	TCGA-H2-A3RI-11	0.00187670785755053	epic	formal_fraction_converged
NKcells	TCGA-H2-A3RI-11	1.31933811243675e-09	epic	formal_fraction_converged
otherCells	TCGA-H2-A3RI-11	0.66063905867516	epic	formal_fraction_converged
Bcells	TCGA-DJ-A1QF-01	0.00406179671205706	epic	formal_fraction_converged
CAFs	TCGA-DJ-A1QF-01	0.0709565864706897	epic	formal_fraction_converged
CD4_Tcells	TCGA-DJ-A1QF-01	0.0749946820603339	epic	formal_fraction_converged
CD8_Tcells	TCGA-DJ-A1QF-01	0.039646557969696	epic	formal_fraction_converged
Endothelial	TCGA-DJ-A1QF-01	0.520585812963267	epic	formal_fraction_converged
Macrophages	TCGA-DJ-A1QF-01	0.00365162687238405	epic	formal_fraction_converged
NKcells	TCGA-DJ-A1QF-01	3.75670110641498e-09	epic	formal_fraction_converged
otherCells	TCGA-DJ-A1QF-01	0.286102933194872	epic	formal_fraction_converged
Bcells	TCGA-BJ-A45F-01	0.00250719043318502	epic	formal_fraction_converged
CAFs	TCGA-BJ-A45F-01	0.0191317118607061	epic	formal_fraction_converged
CD4_Tcells	TCGA-BJ-A45F-01	0.0472389439125472	epic	formal_fraction_converged
CD8_Tcells	TCGA-BJ-A45F-01	0.0272937441986762	epic	formal_fraction_converged
Endothelial	TCGA-BJ-A45F-01	0.612243386608566	epic	formal_fraction_converged
Macrophages	TCGA-BJ-A45F-01	0.001284339600119	epic	formal_fraction_converged
NKcells	TCGA-BJ-A45F-01	1.00409860598746e-09	epic	formal_fraction_converged
otherCells	TCGA-BJ-A45F-01	0.290300682382102	epic	formal_fraction_converged
Bcells	TCGA-EM-A22Q-01	0.000408529284768201	epic	formal_fraction_converged
CAFs	TCGA-EM-A22Q-01	0.00932676319212602	epic	formal_fraction_converged
CD4_Tcells	TCGA-EM-A22Q-01	0.0290381567059195	epic	formal_fraction_converged
CD8_Tcells	TCGA-EM-A22Q-01	0.0395245095173442	epic	formal_fraction_converged
Endothelial	TCGA-EM-A22Q-01	0.280192733389846	epic	formal_fraction_converged
Macrophages	TCGA-EM-A22Q-01	0.00365127346196486	epic	formal_fraction_converged
NKcells	TCGA-EM-A22Q-01	0.000282128316279806	epic	formal_fraction_converged
otherCells	TCGA-EM-A22Q-01	0.637575906131752	epic	formal_fraction_converged
Bcells	TCGA-FY-A40L-01	0.00115444931916223	epic	formal_fraction_converged
CAFs	TCGA-FY-A40L-01	0.155599765939803	epic	formal_fraction_converged
CD4_Tcells	TCGA-FY-A40L-01	0.0706280139394197	epic	formal_fraction_converged
CD8_Tcells	TCGA-FY-A40L-01	0.0213908159865279	epic	formal_fraction_converged
Endothelial	TCGA-FY-A40L-01	0.15501722908206	epic	formal_fraction_converged
Macrophages	TCGA-FY-A40L-01	0.00328002616508459	epic	formal_fraction_converged
NKcells	TCGA-FY-A40L-01	1.00959989601551e-08	epic	formal_fraction_converged
otherCells	TCGA-FY-A40L-01	0.592929689471943	epic	formal_fraction_converged
Bcells	TCGA-CE-A482-01	0.00201659119488691	epic	formal_fraction_converged
CAFs	TCGA-CE-A482-01	0.0557753613486709	epic	formal_fraction_converged
CD4_Tcells	TCGA-CE-A482-01	0.0604205886592709	epic	formal_fraction_converged
CD8_Tcells	TCGA-CE-A482-01	0.0258380636802854	epic	formal_fraction_converged
Endothelial	TCGA-CE-A482-01	0.261436842046106	epic	formal_fraction_converged
Macrophages	TCGA-CE-A482-01	0.00554759885813449	epic	formal_fraction_converged
NKcells	TCGA-CE-A482-01	3.04421322268926e-08	epic	formal_fraction_converged
otherCells	TCGA-CE-A482-01	0.588964923770513	epic	formal_fraction_converged
Bcells	TCGA-DJ-A3VF-01	1.15023634248945e-08	epic	formal_fraction_converged
